Offset Credits Cost Adjustment,Emission Reduction Cost Adjustment,Reforestation Cost Adjustment,T15Year,T15CO2,T15ForestSize,T20Year,T20CO2,T20ForestSize,ForestSize2050,CO2Concentration2050,Temperature2050,ForestSize2100,CO2Concentration2100,Temperature2100
1.0,0.75,0.65,2031.0,443.01777,41645370.94538,2049.0,483.01158,44882016.55914,45155893.40908,485.06601,2.02454,61806246.74383,456.30636,1.67296
1.0,0.1,0.7,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.45,0.9,2031.0,443.01731,39806253.80441,2049.0,483.01027,38909658.80352,38832841.58993,485.6548,2.03157,36643798.35232,457.09348,1.68285
1.0,0.7,0.75,2031.0,443.01612,41130866.49432,2049.0,483.01165,43220156.18818,43423154.52635,485.37408,2.02822,54921128.81532,454.90568,1.65532
1.0,1.0,0.6,2031.0,443.01735,42428923.24725,2049.0,483.00911,47154520.23833,47771002.32306,486.41726,2.04066,72502227.44021,479.81229,1.96243
1.0,0.05,0.5,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.25,0.3,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.65,0.8,2031.0,443.01745,40831360.72118,2049.0,483.01219,42179960.86358,42304504.91131,485.31533,2.02752,48803705.93742,451.50501,1.61205
1.0,1.0,0.1,2031.0,443.01544,43400115.36301,2047.0,482.99703,49589104.07104,51420070.82439,491.52236,2.10121,89725630.2176,549.13318,2.7418
1.0,0.05,0.2,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.45,0.55,2031.0,443.01659,39927025.76255,2049.0,483.01062,39260199.16809,39207643.57797,485.44317,2.02905,37659690.96168,455.46542,1.66229
1.0,0.25,0.4,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.7,0.3,2031.0,443.01666,42494539.99221,2050.0,483.01542,47663728.82838,47918919.24131,484.24442,2.01471,72473458.85016,447.10961,1.55573
1.0,0.55,0.85,2031.0,443.01685,40028545.61915,2049.0,483.01154,39633771.48507,39605835.41616,485.38358,2.02833,40051374.59898,454.55324,1.65075
1.0,0.85,0.4,2031.0,443.01597,42538360.72601,2049.0,483.01349,47726419.45654,48133283.63952,484.97626,2.02346,74688712.53044,460.86675,1.73025
1.0,0.75,0.15,2031.0,443.015,43012924.98007,2048.0,483.00208,48734114.9532,50011713.75274,489.11459,2.07273,83163017.58279,487.71214,2.05736
1.0,0.7,0.4,2031.0,443.01609,42015436.58526,2050.0,483.01367,46227960.68407,46469304.98936,484.34606,2.01593,67924448.70626,448.11746,1.56865
1.0,0.85,0.3,2031.0,443.01692,42898326.12527,2049.0,483.01005,48674053.17478,49285151.86466,485.75041,2.03271,78225624.97761,462.27784,1.74793
1.0,0.7,0.05,2031.0,443.01533,43428635.22557,2047.0,482.99858,49771326.79416,51483914.64926,490.66289,2.09106,89966598.92525,538.46622,2.62835
1.0,0.1,1.0,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.6,0.8,2031.0,443.01699,40221233.18924,2049.0,483.0112,40287819.93354,40298840.00567,485.27291,2.02701,41921021.93576,454.88478,1.65493
1.0,0.45,0.25,2031.0,443.01708,41241900.65211,2050.0,483.01542,43601201.4954,43706940.12938,484.08173,2.01276,54557586.10184,439.96365,1.46299
1.0,0.75,0.55,2031.0,443.01769,41824320.90279,2049.0,483.01375,45518214.65483,45789619.02009,484.83446,2.02177,65343365.36178,454.87569,1.65486
1.0,0.2,0.4,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.2,0.3,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.45,0.65,2031.0,443.01731,39806253.80441,2049.0,483.01027,38909658.80352,38832841.58993,485.6548,2.03157,36643798.35232,457.09348,1.68285
1.0,0.3,0.8,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.75,1.0,2031.0,443.01647,41067151.46474,2049.0,483.01056,42833599.47175,43030236.15687,485.78133,2.03308,52180539.55946,461.22773,1.73479
1.0,0.4,1.0,2031.0,443.017,39806253.80441,2049.0,483.01094,38909561.63365,38832841.58993,485.65165,2.03153,36643798.35232,457.0534,1.68235
1.0,0.7,0.45,2031.0,443.01735,41966870.27451,2050.0,483.01484,45958024.10746,46157862.61474,484.24786,2.01475,66608177.7374,448.71808,1.57635
1.0,0.95,0.25,2031.0,443.014,43002707.32523,2047.0,482.99971,48510639.23061,49954804.20805,490.38535,2.08778,82554443.75217,500.3647,2.20496
1.0,0.25,0.85,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.05,0.15,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.8,0.15,2031.0,443.01434,43069968.99082,2047.0,483.00322,48851953.1374,50163295.5635,489.24803,2.07431,83863671.30651,501.25589,2.21519
1.0,0.05,0.3,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.25,0.5,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.65,0.9,2031.0,443.01767,40503198.50706,2049.0,483.01204,41090685.76735,41150733.86615,485.37734,2.02826,44489850.85266,455.63774,1.66448
1.0,0.1,0.1,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.5,0.75,2031.0,443.01598,39986227.14901,2049.0,483.01048,39488478.46474,39451255.06122,485.40304,2.02857,38693915.16001,454.76461,1.65342
1.0,0.2,0.65,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.05,0.4,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,1.0,0.7,2031.0,443.01595,42113568.69643,2048.0,483.00801,46205147.99225,46818962.9407,486.85296,2.04585,69893143.28154,482.50955,1.99479
1.0,0.25,0.2,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.1,0.6,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.35,0.25,2031.0,443.01523,40122027.7695,2049.0,483.01063,39880606.80069,39863014.46161,485.46729,2.02934,39515929.87331,453.17488,1.63327
1.0,0.85,0.85,2031.0,443.01637,41513391.29676,2049.0,483.00954,44463892.21727,44821920.13676,485.9622,2.03524,61394299.86482,465.86899,1.79248
1.0,0.45,0.8,2031.0,443.01731,39806253.80441,2049.0,483.01027,38909658.80352,38832841.58993,485.6548,2.03157,36643798.35232,457.09348,1.68285
1.0,0.8,0.55,2031.0,443.01705,41917692.60572,2049.0,483.01333,46100935.80085,46421720.72965,484.93879,2.02302,67400642.06171,456.06745,1.66993
1.0,0.05,0.55,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.95,0.65,2031.0,443.01582,42169917.74837,2049.0,483.00986,46440094.30742,46978567.27947,486.21704,2.03828,70274864.77117,475.55552,1.91107
1.0,0.9,0.8,2031.0,443.0169,41604852.55803,2049.0,483.00871,45078192.99771,45510971.31989,486.12229,2.03715,64978004.51061,468.52109,1.82521
1.0,0.35,0.65,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.65141,2.03153,36643798.35232,457.05035,1.68231
1.0,0.4,0.6,2031.0,443.017,39806253.80441,2049.0,483.01094,38909561.63365,38832841.58993,485.65165,2.03153,36643798.35232,457.0534,1.68235
1.0,1.0,0.95,2031.0,443.01563,41847920.49294,2048.0,483.00786,45302823.92801,45873087.55568,487.24491,2.05052,65647919.27658,484.80744,2.02219
1.0,0.8,0.3,2031.0,443.01645,42666874.04302,2050.0,483.01406,48172384.96486,48507904.36457,484.51945,2.018,75937702.45977,456.26259,1.6724
1.0,0.75,0.1,2031.0,443.01468,43374333.92639,2047.0,482.99899,49615384.44389,51276542.72426,490.55109,2.08974,88390490.6815,520.03169,2.42733
1.0,0.55,0.7,2031.0,443.01656,40147306.02316,2049.0,483.01237,40009907.74883,40003549.02963,485.17212,2.02581,41607776.88447,452.45659,1.62412
1.0,0.2,0.25,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
1.0,0.8,0.4,2031.0,443.01765,42497579.99413,2049.0,483.01307,47607195.52361,47960013.66402,484.72931,2.02051,73319352.11887,453.96515,1.64336
1.0,0.4,0.1,2031.0,443.01644,42032822.23165,2048.0,483.00552,45987309.6803,46668823.5957,487.42314,2.05264,68143352.19529,445.32163,1.53313
1.0,0.5,0.35,2031.0,443.01651,41130851.41868,2050.0,483.01495,43191353.74873,43297442.84201,484.27791,2.01511,52280606.15589,441.01907,1.47677
1.0,0.75,0.6,2031.0,443.01579,41665416.30928,2049.0,483.01294,45045278.74988,45319468.93953,484.99618,2.0237,62998372.35416,456.0823,1.67013
1.0,0.4,0.85,2031.0,443.017,39806253.80441,2049.0,483.01094,38909561.63365,38832841.58993,485.65165,2.03153,36643798.35232,457.0534,1.68235
1.0,0.3,0.95,2031.0,443.01698,39806253.80441,2049.0,483.01073,38909561.63365,38832841.58993,485.6514,2.03153,36643798.35232,457.05025,1.68231
